city,latitude,longitude,number of attacks
Shor Ab,32.383535,62.119746,2
Shor Shorak,31.47681,64.094025,1
Shor Tepa,37.333389,66.816925,1
Shora,35.96667,43.61667,2
Shorabak,30.19886,66.05579,1
Shorabak district,30.244832,66.052122,7
Shorah,35.992567,43.218238,18
Shoraki,31.939548,64.787221,1
Shoral Gad,32.292562,69.739773,1
Shorkot,30.833952,72.07505,5
shouifat,33.794725,35.626981,1
Shoula,35.163462,40.426102,1
Showkan,14.691211,46.933789,1
Shpola Pul,34.116944,70.461111,1
Shrewsbury,52.708174,-2.754321,3
Shrigley,54.409647,-5.663448,1
Shrotidar,33.778175,76.576171,1
Shryokyne,47.100264,37.816896,1
Shtime,42.43843,21.037099,2
Shtraze,42.198219,21.204764,1
Shu afat,31.816884,35.230884,1
Shuada,33.332329,43.793216,1
Shubah,13.738878,44.666221,1
Shubatpur,28.51882,68.541111,1
Shubayjah,34.974928,44.21583,1
Shubayl,15.677824,43.905995,1
Shubdani-Newa,33.916138,74.884615,1
Shubra Al Kheima,30.149633,31.248646,1
Shubra el-Kheima,30.121675,31.245176,5
Shuhayr,14.68825,49.395949,1
Shujabad,29.880246,71.294257,1
Shujayah,31.500223,34.47031,1
Shukkaba,14.034878,33.616755,1
Shukvani,31.364396,63.958611,1
Shumaya,-5.366667,-79.366667,1
Shumaymah,29.617631,48.150556,1
Shumy,48.383684,37.929742,2
Shura,35.997287,43.225458,5
Shuran,29.169254,67.834677,1
Shurandam,31.583227,65.810333,3
Shurawak,36.249722,67.372222,1
Shurun,9.410207,9.21093,1
Shushi,39.756517,46.747628,1
Shushiya,43.133447,46.422711,1
Shushufundi,-0.186449,-76.646968,1
Shuwa,10.74627,13.415248,3
Shuwari,10.258197,13.04466,1
Shuweika,32.335509,35.03554,1
Shvut Rachel,32.055159,35.31045,1
Shwak,33.423611,69.376667,1
Shwak district,33.423611,69.376667,1
Shwayrif,29.295837,13.021298,1
Shyamnagar,22.3373,89.108648,1
Shyrokyne,47.098999,37.818009,47
Shyshkove,48.645523,39.224103,1
Si Av,32.223492,62.716805,1
Si Banpot,6.142816,101.574777,1
Si Mustapha,36.724419,3.619247,11
Si Sakhon,6.175784,101.502075,9
Si Sakhon ((District)),6.175784,101.502075,1
Si Sakhon district,6.231389,101.5,12
Sia Gird,34.988613,68.864571,1
Siagard,34.963098,68.810885,1
Siagerd district,34.912034,68.488896,1
Siah Choi,31.516535,65.400057,1
Siah Gerd,35.006187,68.862656,1
Siah Gerd district,35.006187,68.862656,2
Siahgard district,35.005278,68.855556,1
Siala,33.778175,76.576171,1
Sialkot,32.493537,74.530343,11
Siasi,5.544054,120.815636,2
Siasi district,5.546116,120.818433,1
Siayan,8.266954,123.101039,1
Sibagat,8.822983,125.699921,5
Sibagat district,8.822313,125.693318,1
Sibasagar district,26.980484,94.631367,1
Sibate,4.491367,-74.260486,1
Sibaya,36.583611,41.951389,1
Sibbari,25.198651,90.554631,1
Sibbi,29.550761,67.871275,2
Sibenik,43.733994,15.895068,1
Siberia,4.712975,-73.947004,3
Sibi,29.5416,67.875084,26
Sibi district,29.64412,67.816657,10
Sibida,19.890014,84.981394,1
Sibiti,-3.684129,13.350319,1
Sibsib,6.83014,124.877041,1
Sibu,2.287274,111.83057,2
Sibuco,7.291386,122.064633,3
Sibuhuan,1.053889,99.730278,3
Sibukawan,10.78569,122.304711,1
Sibundoy,1.2053,-76.91619,2
Sicaya,-12.015194,-75.28015,1
Sicharog,38.73014,69.80235,1
Sicpao,8.070107,123.412342,1
Sicuani,-14.272369,-71.226768,1
Sida,42.57228,41.71186,1
Sidakan,36.803372,44.663587,1
Siddarthangar,27.506512,83.437675,1
Siddhirganj,23.684538,90.502182,1
Siddiqabad,34.856902,71.429936,1
Sideaon,17.074867,120.456848,1
Sidfa,26.9652778,31.3783333,3
Sidh Bazaar,33.695975,70.336069,1
Sidhwan,31.097911,75.528524,1
Sidi Abdallah,35.21683,-1.58879,1
Sidi Abdelaziz,36.854655,6.052698,4
Sidi Abdelkrim,36.02937,1.81168,1
Sidi Abdelrah,36.652927,3.994507,1
Sidi Abderrahmane,36.492277,1.095742,1
Sidi Abdurrahmane,36.49341,1.0942,1
Sidi Ahmed Derouni,35.400169,0.139852,1
Sidi Aissa,35.887909,3.773506,1
Sidi Ali,36.309255,2.800806,1
Sidi Ali Bin Aoun,34.851306,9.142848,1
Sidi Ali Bounab,36.709198,3.89534,1
Sidi Ali Boussidi,35.1028,-0.83034,1
Sidi Amar,36.542194,2.30415,1
Sidi Ameur,35.379565,3.908816,1
Sidi Bakhti,35.339722,3.526944,4
Sidi bel Abbes,35.2,-0.633333,12
Sidi Bou Aissa,36.47053,1.39015,1
Sidi Bou Said,36.869832,10.341369,1
Sidi Boubekeur,35.03006,0.05865,1
Sidi Boulenouar,34.852889,-1.280113,1
Sidi Boumaza,36.077619,2.096665,1
Sidi Bouziane,36.00461,1.79603,1
Sidi Bouzid,35.95,0.45,1
Sidi Chaib,34.593498,-0.546559,4
Sidi Daoud,36.85583,3.85667,4
Sidi El Bashir,35.742269,0.559458,1
Sidi El Kebir,36.445132,2.841717,1
Sidi el Madani,35.26816,-1.51178,1
Sidi Gouzil,36.061018,2.924832,1
Sidi Hadjeres,35.67481,4.03938,1
Sidi Hamadouche,35.299167,-0.548889,1
Sidi Hamed,36.74453,3.05268,1
Sidi Khaled,32.787208,22.412763,2
Sidi Ladjel,35.439127,2.5158,2
Sidi Lakdar,36.164211,0.440826,1
Sidi Lakhdar,36.26389,2.16083,2
Sidi Mahieddine,34.654286,-1.320233,1
Sidi Mansour,36.737011,6.716271,1
Sidi M'Barek,35.170867,0.359615,1
Sidi Medjahed,36.11863,2.0106,1
Sidi Merzouk,36.30552,1.85366,1
Sidi Mohamed Benaouda,35.60409,0.58874,1
Sidi Moussa,36.60637,3.08783,9
Sidi Namane,36.75853,3.98233,1
Sidi Rais,36.612427,3.124495,3
Sidi Salem,36.685278,3.412778,1
Sidi Slimane,35.833796,5.13257,1
Sidi Youcef,35.40304,0.34706,1
Sidi-Bouzid,33.305613,2.942904,1
Sidli,26.531515,90.453185,1
Sido,8.226261,18.724526,4
Sidomulyo,-7.464444,112.686389,1
Sidon,33.562839,35.36887,100
Sidpahari,24.721813,87.764246,1
Sidra,12.457468,30.751757,9
Siegburg,50.798944,7.208004,2
Siegen,50.873793,8.023406,5
Siem Reap,13.344637,103.847055,8
Siem Reap province,13.344637,103.847055,4
Sierra Nevada,10.832308,-73.667622,2
Siete Aguas,39.471975,-0.917042,1
Sievierodonetsk,48.942884,38.498693,1
Sig,35.52832,-0.19369,4
Sigal,12.284533,14.53597,1
Sigaluh,-7.429062,109.776067,1
Sigay,17.084571,120.600637,1
Sigma,11.422087,122.665934,2
Sigumbal,6.072413,121.784209,1
Sihanoukville,10.614029,103.529517,2
Sihauta,24.415957,84.370891,1
Siir,31.582552,35.143723,1
Siirt,37.93632,41.934962,5
Siirt district,37.935547,41.936827,5
Sijalah,33.916257,44.246647,3
Siju,25.358245,90.660264,1
Sijuwa,26.47963,87.629699,1
Sikaripara,24.238543,87.467394,1
Sikarpie,19.169589,83.416369,1
Sikatuna,10.185557,123.11749,1
Sikbari,25.430621,90.486972,1
Sikhapalli,18.461069,82.155045,1
Sikongo,-15.225173,22.183554,1
Sikwane,-24.633333,26.399996,1
Siladon,23.239606,85.28324,1
Silakota,17.880463,81.444141,2
Silang,14.219264,120.977473,2
Silat al Harithiya,32.508923,35.227486,1
Silavathurai,8.751521,79.9505,2
Silay,10.756452,123.089593,1
Silay City,10.799732,122.976272,1
Silca,-15.261111,-69.930278,1
Silda,22.616778,86.818268,2
Silda Bududih,23.067608,85.2819,1
Sileia,13.183096,22.67538,1
Siliguri,26.708382,88.426874,2
Siliguri district,26.705383,88.431226,1
Silik,7.036581,124.599275,1
Silimpur,24.833108,89.354705,1
Silki,25.85405,90.921155,1
Silopi,37.246602,42.479458,16
Silopi district,37.306194,42.498384,13
Silos,7.204099,-72.757317,1
Silphori,22.639866,85.561853,1
silvan,38.141497,41.011491,17
Silvan district,38.14274,41.006623,11
Silvania,4.40464,-74.38643,4
Silver Spring,38.995508,-77.028075,1
Silverbridge,54.101529,-6.526442,3
Silverhill,54.361143,-7.688884,1
Silverton,-25.727249,28.30222,1
Silvia,2.61091,-76.37917,2
Silvia district,2.61091,-76.37917,2
Silvino Lobos,12.30004,124.833415,2
Silwad,31.97926,35.261887,1
Silwalia,24.795728,84.999721,1
Simacota,6.44284,-73.3367,1
Simaluguri,26.921496,94.757245,2
Simandagit,5.010223,119.747485,1
Simangan,11.042822,124.61751,1
Simara,26.813315,85.484153,1
Simdega district,22.610968,84.502431,11
Simferopol,44.952117,34.102417,6
Simiti,7.95603,-73.94496,6
Simlabazar Behguri,26.701866,91.196685,1
Simlapal,22.916707,87.07035,2
Simojovel,17.140579,-92.710906,1
Simongli,30.248461,66.918385,1
Simozomeni,-29.918107,30.215465,2
Simpang Keramat,4.957778,96.949722,1
Simpang Ulim,5.09678,97.5326,1
Simra Nizamat,26.226923,84.960072,1
Simsiman,7.278525,124.4242,1
Simuluguri,26.921654,94.756588,1
Simunul,4.897277,119.84869,1
Sin el Fil,33.872894,35.535687,4
Sinai,30.608472,33.617577,4
Sinak,-3.798243,137.783489,2
Sinak district,-3.798243,137.783489,1
Sinakulay,6.724792,124.723148,1
Sinangkapan,6.619892,122.186365,1
Sinapali,20.094218,82.654485,1
Sinapulan,6.634899,125.082855,1
Sinari,25.096074,85.313119,1
Sinating,-29.663338,30.283452,1
Sinawilan,6.752152,125.243368,1
Sinay,33.379089,65.016518,1
Sinbo,24.778974,97.037746,1
Sincelejo,9.30535,-75.3978,9
Sincelejo district,9.30535,-75.3978,7
Sincos,-11.891427,-75.387054,1
Sindangan,8.234867,122.998349,2
Sindelfingen,48.708461,9.003555,2
Sindhupalchok district,27.951203,85.684578,1
Sindi,20.805,78.8875,1
Sindij,32.840355,44.233684,4
Sindiran,40.627994,42.362562,1
Sindone,12.601,-16.077164,1
Sindri,23.74831,86.705864,1
Sindurpur,23.432932,86.514813,1
Sindzharay,31.62673,65.54261,1
Singabaram,18.059964,81.786904,1
Singamundi,19.524167,83.808611,1
Singapore,1.27986,103.848989,6
Singbargaon,26.401112,90.266513,1
Singen,47.764064,8.853396,1
Singhanakhon,7.263032,100.506248,1
Singhbum District,23.610181,85.279935,1
Singhikhola-Laubheta,26.398022,90.269415,1
Singhpora,34.208589,74.418642,2
Singhpur,24.795821,85.00252,1
Singicherra,23.940848,91.988153,1
Singiyahi,26.874859,85.806245,1
Singjamei,24.782772,93.943216,1
Singra,24.50276,89.142393,3
Singur,22.816345,88.2236,2
Sinhapura,7.421513,80.476452,1
Sinipit,15.22137,120.86045,1
Siniyah,32.503611,44.313056,30
Sinjar,36.321738,41.865884,31
Sinjar district,36.321738,41.865884,8
Sinje,6.816467,-11.136261,1
Sinjil,32.033656,35.263999,3
Sinkat,18.838093,36.832739,2
Sinniah,34.93018,43.410549,2
Sinnuris,29.407521,30.866398,1
Sinoron,7.074434,125.586157,1
Sinpora,34.949069,72.383482,1
Sinpura,23.420195,85.325855,1
Sinsil,34.021821,44.933508,2
Sinsin,14.266667,-83.55,1
Sinubong,8.06729,125.893414,1
Sinuknipanan,13.924384,122.596213,1
Sinungtan,13.108465,123.566352,1
Siocon,7.708474,122.140274,2
Sion,-7.665171,-76.787363,1
Sion district,-7.665171,-76.787363,1
Sion Mills,54.788077,-7.47303,4
Siouane,36.950124,6.403077,2
Sioux Falls,43.549975,-96.700327,1
Sipadan,4.114683,118.628756,1
Sipah,33.882778,70.895278,3
Sipajhar,26.397588,91.897169,1
Sipalay,9.751524,122.401475,1
Sipalay City,9.75192,122.490336,1
Siphan,6.217761,102.059451,1
Sipi,4.658056,-76.476667,2
Sipocot,13.762966,122.963632,1
Sir Dheri,34.164304,71.627941,1
Sirac,36.75752,34.328928,1
Siraganj,24.448424,89.705561,1
Siraha district,26.795856,86.296866,12
Sirajah,36.228561,45.113972,1
Sirajganj,24.455391,89.699951,13
sirajganj district,24.428753,89.625165,3
Siran,40.189817,39.125547,2
Sirangahawatte,7.544444,80.696389,1
Sirawai,7.590722,122.143841,3
Sirba,13.799279,22.533316,4
Sirein,34.010008,36.145644,1
Sirhan,16.278967,44.49901,1
Sirhind,30.615964,76.381092,1
Siriguda,19.41861,83.812917,1
Sirimapura,8.16,80.237222,1
Sirinler,39.071231,40.769663,1
Sirisia,0.755867,34.505584,1
Sirkanay,34.787905,71.107333,1
Sirkanay district,34.801713,71.216143,5
Sirnak,37.517399,42.459851,36
Sirnak district,37.51682,42.460292,3
Siroki Brijeg,43.366667,17.583333,1
Sironcha,18.847716,79.961237,1
Sirpur,21.073964,80.437692,2
Sirsa,29.533593,75.017703,1
Sirsia,26.766451,85.301779,1
Sirte,31.20528,16.588369,84
Sirte district,31.2,16.6,1
Sirvan,38.062951,42.028031,3
Sirvan district,38.064766,42.033468,1
Sirvn,38.059972,42.032463,1
Sirwah,15.449776,45.020216,11
Sirwah district,15.450333,45.019821,15
Sisak,45.476023,16.368001,2
Sishubari,27.729986,85.710132,1
Sisneri,27.23615,86.383331,1
Sisophon,13.58111,102.979599,1
Sissikebe,9.738124,21.384177,1
Sistani,31.49033,64.056327,4
Sisuriya,27.562939,82.876664,1
Siswa,13.5227,24.850999,1
Sita,24.446043,94.222084,1
Sita Hill,24.434843,94.20707,1
Sita Khunjao,24.663717,93.906269,1
Sitagaon,20.240762,80.596959,1
Sitakunda,22.619491,91.658193,3
Sitakunda district,22.617737,91.65948,1
Sitamarhi,26.590179,85.494267,3
Sitangkai,4.662801,119.399601,1
Sitapala,21.395368,80.659743,2
Sitapur,27.555379,83.415683,1
Sithankerni,9.753948,79.961516,1
Sitio Kiapat,7.269013,125.197159,1
Sitio Mabog,8.526701,126.114407,1
Sitio Maitum,8.602355,125.915755,1
Sitio Mangani,7.416808,125.442596,1
Sitio Yunot,12.333827,121.34998,1
Sito Nasandigan,8.466397,125.137879,1
Sitra,26.162647,50.611992,13
Sitrah,26.162718,50.61196,1
Sittandy,7.821533,81.550106,6
Sittaru,8.312373,81.171508,1
Situbondo,-7.705053,113.995279,11
"Situbondo, East Java P.",-7.705053,113.995279,25
Sitully,-8.691667,-76.246944,1
Siuna,13.73321,-84.77725,5
Sivaiya,25.862914,85.780901,1
Sivas,39.74887,37.016499,6
Sivasagar,26.980167,94.630267,7
Sivasagar district,26.980463,94.629914,1
Siverek,37.755081,39.317331,7
Siversk,48.873945,38.112824,1
Sivia distict,-12.5125,-73.857778,1
Sivritepe,37.376129,40.898638,1
Siwan,26.219621,84.356659,1
Six Cents,1.564461,30.265381,1
Sixth of October,29.94482,30.908806,20
Siyachoi,32.640755,65.570785,1
Siyambalanduwa,6.906671,81.559293,5
Siyambalangoda,7.277597,80.541986,1
Sjibidione,12.597094,-16.247801,1
Skaikhan,33.907874,71.474499,4
Skanthapuram,9.338416,80.303394,1
Skikda,36.866667,6.9,6
Skokie,42.02634,-87.755679,1
Skopje,42.000273,21.432541,22
Skopro,-2.945536,140.973754,1
Slala,36.535556,3.690833,1
Slama,36.270825,2.002808,1
Slavyanoserbsk,48.696389,38.981667,1
Sleman district,-7.68892,110.348754,2
Sleptsovsk,43.0790856,45.0465683,1
Sliema,35.909605,14.501308,1
Sligo,54.270605,-8.471534,1
Slovinje,42.523868,21.227866,2
Slovyanoserbsk,48.69512,38.98415,2
Slovyansk,48.854722,37.605556,41
Smethwick,52.4868,-1.971068,1
Smile,48.677808,38.917154,7
Smilkovci,42.0375,21.4944,1
Smolensk,54.783333,32.05,4
Smolyanynove,48.942805,38.723901,1
"sneung V., Battambang Province",12.960671,103.049309,1
Snizhne,48.021678,38.762459,1
Snohomish,47.912876,-122.09819,1
Snoul District,12.062479,106.676671,1
Soacha,4.582298,-74.219465,4
Sobha,36.109167,1.109722,1
Sochi,43.439585,39.927725,3
Sociedad,13.697393,-88.007249,5
Socorro,6.47005,-73.26162,2
Socos,-13.308333,-73.583333,1
Socota,6.040086,-72.636645,2
Socota district,6.040086,-72.636645,1
Sodal,34.370951,74.214998,1
Sodertalje,59.195947,17.627952,1
Sodher,34.144223,72.378468,1
Sodupe,43.201044,-3.049893,1
Sofia,42.696492,23.326011,28
Sofronio Espanola,9.051549,118.049001,2
Sogam,34.49626,74.377328,1
Sogamoso,5.714599,-72.927785,1
Sogratl,43.05165,47.431203,1
Sohadat,34.355387,61.90249,1
Sohag,26.55,31.7,3
Sohal,31.065739,75.410127,1
Sohan,29.897242,69.527614,1
Sohara,24.37532,87.842697,1
Sohawa,33.112494,73.412007,1
Sohbar,25.213057,91.751144,1
Sohbatpur,28.51882,68.541111,27
Sohdag Kalan,24.278912,84.014098,1
Sohian,30.797927,75.53786,1
Soi Samahan,13.735818,100.554347,1
Soibugh,34.075989,74.705217,1
Soin Boldak district,31.012631,66.39822,1
Soissons,49.376636,3.32342,1
Sokair district,34.846589,71.097317,1
Sokilnyky,48.748091,38.86863,7
Sokna,29.066827,15.784901,1
Sokode,8.97792,1.145342,3
Sokolinaya Gora,55.771343,37.732844,1
Sokoto,13.05702,5.245744,8
Sokurela,9.108794,-10.976755,1
Solabu,17.666359,82.22292,1
Solana,17.650072,121.689084,2
Solano,0.74522,-75.23414,5
Solano district,0.69905,-75.25521,1
Solares,43.38377,-3.738101,1
Soledad district,10.918333,-74.764444,1
Solenzara,41.857045,9.399654,1
Solenzara Air Force Base,41.922825,9.405786,2
Solhan,38.971412,41.054651,4
Solhan District,38.955612,41.063591,2
Soli,32.927129,66.141526,1
Solita,0.873889,-75.618611,1
Solita district,0.872837,-75.619941,1
Sollies-Pont,43.191199,6.041984,1
Solmari,26.39188,91.336046,1
Solna,59.35869,18.001832,1
Solnechnoye,43.3459223,46.6622381,1
Solola,14.77312,-91.183037,4
Solomianka,50.422273,30.457787,1
Solsona,18.093736,120.76993,2
Solvesi,-12.166857,26.383713,1
Somabhula,-19.698071,29.667207,1
Somawathiya Chaitiya,8.166667,81.216667,1
Sombare,26.845976,87.461035,1
Somerset West,-34.083275,18.849778,1
Somotillo,13.041707,-86.905374,7
Somotines,13.8536973,-85.593154,1
Somrei,24.690899,94.165561,1
Sona Masjid,24.831916,88.142558,1
Sonada,26.960787,88.273601,1
Sonagazi,22.849681,91.393846,4
Sonamarg,34.303162,75.293111,1
Sonapur,22.290333,90.179652,1
Sonari,27.027712,95.030176,5
Sonarpur,26.406104,90.274128,1
Sonbarsa,24.553214,84.028638,1
Sonda,14.727238,74.80063,1
Sondi,7.910436,9.60173,1
Sonebhadra district,24.401944,83.053333,2
Sonepur,25.698501,85.165898,1
Song,9.824977,12.624779,2
Song Yang D.,17.226944,98.225556,1
Songco,8.05,124.983333,1
Songkhla,7.189766,100.595381,2
Songkla,7.189766,100.595381,1
Songo,-15.601136,32.75211,1
Songsak,25.651215,90.607391,1
Sonimarg,34.303162,75.293111,1
Sonitpor district,26.678779,92.857672,6
Sonitpur district,26.673885,92.857711,9
Sonkhla,6.889992,100.529612,1
Sono,24.924391,86.220707,2
Sonpah,34.010443,74.603442,1
Sonso,3.80084,-76.30333,1
Sonson,5.70905,-75.31102,3
Sonson district,5.70905,-75.31102,1
Sonsonate,13.7188889,-89.724167,2
Sonte,15.607018,-90.418485,1
Sontyo,7.873037,9.778034,1
Sonua,22.576584,85.464468,1
Soodah,15.954903,43.78367,1
Soorang,30.157285,67.213067,1
Soothoo,33.971759,74.87849,1
Sopelana,43.378918,-2.983002,1
Sopetran,6.500878,-75.742767,1
Sopnic,42.38306,20.58472,1
Sopore,34.286763,74.462401,83
Sopore district,34.285858,74.461454,2
Sopyine,47.108201,37.750556,1
Sor,33.416667,43.3,1
Sorab,28.491221,66.260402,2
Soragune,6.744897,80.892816,1
Soraken,-5.565649,154.794073,1
Sorakh Dewal,32.623739,65.456432,1
Sorbatt,35.135739,72.070408,1
Sorbo Ocagnano,42.476118,9.455497,1
Sorbung,25.259088,94.130329,1
Soreang,-7.025867,107.516899,1
Sori,32.191878,67.189449,4
Soripao,34.832731,71.841188,1
Soritor,-6.139657,-77.101584,1
Sorivil,8.199564,80.632692,1
Sorkhakan district,34.500738,69.851526,1
Soro,26.119045,62.0319,2
Sororeza,-3.37142,29.407185,1
Soroti,1.717024,33.602424,9
Sorsogon,12.99271,124.014746,1
Sortot,18.981999,30.449081,1
Sorupali,19.283907,83.354933,1
Soshanguve,-25.518444,28.100626,1
Sota Village,-8.488328,140.993333,1
Sotara,5.779444,-72.797778,1
Sotha,30.381669,74.552979,1
Sothayan,26.631986,86.444901,1
Sotin,45.292746,19.141472,1
Soto Cano Air Base,15.133333,-87.133333,1
Souaghi,36.12458,3.26446,2
Souanine,36.901314,3.806076,3
Souch Palpora,34.135101,74.495056,1
Souhane,36.511808,3.19924,2
Souidani Boudjemaa,36.555482,2.950129,1
Souidania,36.707684,2.91022,3
Souk Ahras,36.28376,7.955379,2
Souk El Had,35.74922,1.54778,4
Souk El Tenine,36.625163,5.336067,2
Soumaa,36.51833,2.90528,2
Soumboya,9.925073,-12.737577,1
Sour El Ghozlane,36.147222,3.690556,2
Soura,34.138625,74.799533,2
Sousse,35.832981,10.63875,4
South 24 Parganas district,22.123075,88.410154,1
South Beach,-29.859038,31.036147,1
South Garo Hills district,25.330097,90.563609,6
South Lake Maracaibo district,9.14764,-71.830646,1
South Nutfield,51.225506,-0.131432,1
South Salmara,25.888751,90.013968,1
South Tripura district,23.231749,91.559612,3
South Upi,6.855145,124.145813,3
South Upi district,6.854959,124.143995,1
South Waziristan district,32.329315,69.856396,57
Southern Ijaw district,4.811368,6.070712,1
Soutpansberg,-23.00124,29.768678,4
Soveria,42.358518,9.164956,1
Sovetskiy district,42.43214,46.524734,1
Sovetskoye,41.733,48.3242,1
Soweto,-26.246319,27.853677,122
Soya,-3.688889,128.186389,1
Soyapango,13.701964,-89.147774,14
Soylu,36.835646,37.909002,1
Soyo,-6.13355,12.366833,4
Sozma Qala district,36.052334,66.24526,2
Sozyano,32.122568,65.876342,1
Spamount,54.711001,-7.55041,1
Sparta,37.07446,22.430265,1
Spartak,48.083018,37.769461,2
Sparwan,31.498056,65.425556,1
Spassky Island,59.925205,30.32093,1
Spedar,33.646471,68.748022,1
Speen Qabar,33.883608,71.385094,1
Speia,47.007003,29.296931,1
Spenki Raghzai,32.742599,69.521949,1
Sper Kot,33.559522,70.696374,1
Spera district,33.201944,69.515,3
Sperone,41.369785,9.213233,1
Sperwan,31.497778,65.418611,3
Sperwan Gar,31.49846,65.413153,1
Spidar Nari,32.733056,69.093611,1
Spin Boldak,31.008056,66.398056,44
Spin Boldak district,31.007976,66.398483,21
Spin Dand,33.927222,71.388333,1
Spin Ghabargah,32.186077,67.017594,1
Spin Ghar,34.163221,70.040002,3
Spin Ghbarg,32.186145,67.019374,3
Spin Jumat,33.33445,69.920151,1
Spin Kabir,32.725556,69.773889,1
Spin Kaney,32.104444,68.804167,1
Spin Qabar,33.8843468,71.3845038,7
Spin Tal,33.366449,70.546475,1
Spin Thal,33.348384,70.53988,2
Spin Wam,33.172958,70.401826,8
Spin Warm,33.173749,70.401907,1
Spina Garah,31.693141,66.734784,1
Spinah,32.91123,68.869175,2
Spinwam,33.173551,70.401698,3
Split,43.512897,16.442495,2
Spokane,47.65713,-117.24786,2
Spokane Valley,47.65713,-117.24786,3
Sponi Killay,32.9725,70.593889,1
Spremberg,51.568986,14.377526,1
Spring,6.198367,124.832113,1
Springdale,39.291087,-84.482954,1
Springe,52.207287,9.555685,1
Springfield,37.208975,-93.291564,3
Springs,-26.250692,28.441941,8
Sra Mena,34.6978,71.542834,1
Srah Kala,34.01063,68.720739,1
Srbica,42.7466667,20.7886111,7
Sre Ambel,11.117201,103.744038,1
Sre Noy,13.800851,104.029175,1
Sre Noy District,13.800851,104.029175,1
Sre Veal,13.226952,105.257247,1
Srebrenica,44.103645,19.298852,1
Sredniye Achaluki,43.369898,44.733855,1
Srei Snam Village,13.860844,103.499144,1
Sri Ganganagar,29.928467,73.871423,4
Sri Hargobindpur,31.687275,75.480149,1
Sri Muktsar Sahib,30.475,74.515,1
Sri Sakhon district,6.175784,101.502075,1
Srigeri Pado,16.409671,79.9774,1
Sriguhphara,33.816087,75.213843,1
Srimangal,24.308096,91.73321,1
srinagar,34.083658,74.797368,557
Srinagar district,34.083658,74.797368,2
Sriperumpudur,12.933123,79.9196,1
Srirampur,26.433372,89.902541,2
Srisakorn,6.175784,101.502075,1
St. Andrew,18.0486,-76.7598,2
St. Gallen,47.4241,9.37088,1
St. John's,17.117528,-61.845557,1
St. Louis,38.62774,-90.199514,1
St. Paul,44.943829,-93.093326,2
St. Petersburg,59.934491,30.315266,9
Sta Cruz,15.543446,120.595889,1
Stadecken-Elsheim,49.909233,8.135807,1
Stadtallendorf,50.826617,9.017889,1
Stah Guentis,35.000636,7.309944,3
Stakhanov,48.566667,38.65,2
Stalskoye,43.18704,46.97134,1
Standerton,-26.947957,29.248645,2
Stanger,-29.334943,31.288752,2
Stanke Dimitrov,42.2666667,23.1166667,1
Stanley,54.872705,-1.696242,1
Stanytsia Luhanska,48.664949,39.468782,29
Stanytsia Luhanska district,48.842588,39.462622,1
Stanzai,33.7075,71.002222,1
Staoueli,36.75319,2.88783,3
Starobesheve,47.754167,38.031111,2
Starobeshevsky district,47.662817,38.064579,1
Starohnativka,47.543903,37.78,11
Staromykhailivka,47.998919,37.583701,1
Starye Atagi,43.1078,45.7384,5
Staryi Aydar,48.721667,39.183889,1
Stateline,38.962408,-119.9399,1
Stavropol,45.05,41.983333,2
Stavroupoli,40.666225,22.937599,1
Steadville,-28.564875,29.822403,1
Stellenbosch,-33.933966,18.860694,1
Stenungsund,58.059087,11.776581,1
Stepanakert,39.829805,46.759851,2
Stepanaket,39.829805,46.759851,2
Stepanivka,47.924826,38.802038,3
Stepne,48.156463,38.449268,1
Sterkspruit,-30.524,27.37,1
Stevenage,51.899838,-0.202583,2
Stewartstown,54.577389,-6.677339,3
Stimlje,42.4330556,21.0397222,1
Stinatz,47.20281,16.13232,1
Stockach,47.854038,9.014727,1
Stockholm,59.332788,18.064488,23
Stockton,37.957702,-121.29078,1
Stoeng Trang,12.901934,104.525757,1
Stoffelton,-29.611109,29.691018,1
Stoke Newington,51.562062,-0.073623,1
Stoneyford,54.567009,-6.121143,1
Stop,36.762567,3.703661,1
Stoung and Kompong Svay Districts,12.901934,104.525757,1
Strabane,54.823432,-7.468374,11
Stralsund,54.313988,13.085796,1
Strand,-34.057188,18.865482,3
strasbourg,48.583148,7.747882,7
Stratoni,40.514217,23.825135,1
Straubing,48.879923,12.570274,1
Streoc,42.602636,20.902977,1
Strogino,55.789169,37.394399,1
Strong,44.815869,-70.218229,1
Stronsdorf,48.65197,16.29894,1
Strovolos,35.15,33.333333,1
Struga,41.18,20.68,1
Struth,48.891903,7.254317,1
Stukalova Balka,48.642982,39.29801,1
Stung Treng Province,13.525791,105.974155,2
Stutterheim,-32.565403,27.417581,1
Stuttgart,48.777106,9.180769,10
Suaita,6.10134,-73.44277,1
Suam,1.220216,34.734082,1
Suan Phung,13.611294,99.228995,1
Suangphuh,23.977274,93.530822,1
Suarez,2.95258,-76.69297,5
Suaza,1.97619,-75.79451,1
Suaza district,1.97619,-75.79451,1
Subang,-6.569032,107.75753,1
Subatpur district,28.519882,68.54302,1
Subayhat,33.367325,43.960366,1
Subhang,27.209794,87.780023,1
Subing district,6.094448,101.772683,1
Subotica,46.100278,19.665556,2
Subtanjalla,-14.018461,-75.758387,1
Suchiate,14.540831,-92.220917,2
Suchitoto,13.933732,-89.025836,24
Sucob,6.697343,125.082779,1
Sucre,2.0376,-76.92505,13
Sudah,15.958611,43.780833,1
